timestamp,internal_temp_c,external_temp_c,battery_voltage_v,battery_current_a,battery_soc_percent,battery_capacity_ah,energy_available_kwh,power_load_kw,energy_loss_percent,tank_pressure_bar,structural_integrity,critical_modules_status,telemetry_link_status,estimated_autonomy_min,launch_decision
2023-01-01 00:00:00,27.116786389479916,-3.0491506744486223,51.47967326242481,87.10905921285736,99.95425639603508,118.41638527156853,6.093248275756032,20.807711208727074,7.710292393201942,136.23999037240912,1,1,1,88.6181140022099,ABORT
2023-01-01 00:01:00,21.24665519039253,17.59365013357699,48.626342147660154,25.03513456871685,78.29073801495215,88.0897045436819,3.353568193056253,15.391121405301503,2.323917314731549,124.30462140482263,1,1,1,159.03980030812568,READY
2023-01-01 00:02:00,18.700454147478645,6.543747575517905,49.6382030176708,49.58262322636067,83.6541328703863,92.3552140820691,3.834995618812636,22.521662050675065,5.045121132721964,139.39258949892982,1,1,1,119.88726308059795,ABORT
2023-01-01 00:03:00,34.384232104713085,-0.7548865531748481,46.92456326327306,71.29567346905284,67.69877853529786,81.31886112277469,2.583285223996458,23.24464267510399,5.067088026355436,119.28778644446163,1,1,1,45.03137187005982,ABORT
2023-01-01 00:04:00,29.605725175469875,7.52687711645363,51.50202894569796,114.338125368543,92.84705798120211,85.45987373396216,4.086530384307055,19.95843592955442,6.542990133703234,127.16891547931695,1,1,1,145.44015367203087,READY
2023-01-01 00:05:00,27.51384414667451,29.026621530367976,51.20615849988005,103.59418475040601,80.58940080927096,94.16357952337486,3.885823606432131,11.456342832891917,7.310889129051831,104.92441519073226,1,1,1,53.71713674546559,READY
2023-01-01 00:06:00,34.47938136089384,3.8606627347647535,50.35291617581938,115.03013358459495,64.97728785518483,95.11907134821502,3.11210190379215,21.255269748959073,5.071247510802857,131.5432339018221,1,1,1,62.48995700177493,ABORT
2023-01-01 00:07:00,33.7526070753197,12.07926908391006,49.90983391030986,52.132281662887806,68.96217559428018,89.29669936657072,3.07349481769767,19.490707254803514,6.65417705353768,98.97732384847038,1,1,1,129.26919284522256,ABORT
2023-01-01 00:08:00,26.598320595249696,-2.6200728172296897,48.61440739644092,22.607841342169436,75.05035673207448,107.68060393224559,3.9287576498800565,10.553060391309925,6.132242522012822,131.86943576482975,1,1,1,123.33552187087231,ABORT
2023-01-01 00:09:00,34.98657279812579,3.139660803015648,48.44632302908334,40.62648519995113,78.9809347243875,87.12063282998318,3.333528030065903,9.832198259437595,5.210211534044578,97.69593650018412,1,1,1,77.60879953854466,ABORT
2023-01-01 00:10:00,30.488859721369543,19.683723967829817,50.423385236381726,41.92595880076635,78.72300722416675,109.49693468694774,4.346459492648037,24.44543044167749,2.874631328462829,106.05620299161255,1,1,1,139.90271130216937,READY
2023-01-01 00:11:00,22.82158488704098,11.592012878441054,47.938007456529306,64.1785650595676,76.88824866761617,119.66418785290819,4.410665728238622,12.10569261302195,4.3207938825108,97.15833612705188,1,1,1,100.25446768871974,ABORT
2023-01-01 00:12:00,32.517536717822004,15.705135303388417,49.8402986747227,68.66413861165483,86.38571001419074,80.99619278869952,3.487282647465405,20.367365589958883,3.572375946050902,117.05184548322794,1,1,1,132.72207709556164,READY
2023-01-01 00:13:00,19.635188927662412,9.066901290474288,49.04101811161466,108.40623910208711,72.81782983256137,110.59317827380654,3.9493493179335224,8.094398313044573,3.6264033439831085,105.15766497664762,1,1,1,88.02701346164193,ABORT
2023-01-01 00:14:00,32.84926242988636,6.61157294392315,48.17021638379608,42.09698037335799,77.45555623174823,114.40352533870075,4.268453766140779,8.126885400510295,6.591117545002606,121.55644239275901,1,1,1,162.22134654149625,READY
2023-01-01 00:15:00,31.25918527123651,-4.1269501108891955,50.96149388283443,35.747734372619504,73.0496985994529,83.15387522701356,3.095587414276786,9.562668873653964,3.176175400529716,104.01127442534658,1,1,1,59.03249519006905,ABORT
2023-01-01 00:16:00,25.46794455480699,27.32075595232572,49.83217649837702,27.711212299958127,79.16632461734551,116.92060098376729,4.6125530902221,19.340873241772435,4.965087004826976,129.35425380384285,1,1,1,152.18279666061972,READY
2023-01-01 00:17:00,18.333380881188837,26.142496983421523,51.44937272232514,32.330218057355026,73.70257567093013,96.71810903220859,3.667503579521286,6.416592031748358,6.252537465293049,108.204211196275,1,1,1,103.5975203418786,ABORT
2023-01-01 00:18:00,33.253454727660326,10.901094736956562,46.784746950964724,27.330002418078898,61.40964129418326,112.09401620507796,3.220499789727708,9.020271411117083,6.034199170890367,98.80811198722597,1,1,1,111.41479603506828,ABORT
2023-01-01 00:19:00,33.85647087863171,-2.013972255076351,46.03881322240531,37.85208098566682,73.21570031459764,107.97090219517673,3.639444249554143,24.875485199551324,7.152255156893688,119.20864521543577,1,1,1,164.20273861817168,ABORT
2023-01-01 00:20:00,28.356482566513385,6.757451011486815,51.38463945940364,55.25528111479732,83.0083509148582,92.50525851467897,3.9456769143645425,6.363487350832999,3.2414546719321646,113.09225556865952,1,1,1,155.6284663231678,READY
2023-01-01 00:21:00,27.927099789743316,21.930208781749105,49.37996668739611,26.676760907128564,80.0976404976115,119.9111023349361,4.74274648623459,14.442653682381671,7.997247474794765,105.63567449167112,1,1,1,140.00523119650742,READY
2023-01-01 00:22:00,28.677563921320353,19.865206657657488,48.083264232728624,30.657131298801204,89.29458774523415,117.1186271880853,5.02857639841063,10.227309701756852,5.993043163580683,122.78706326883875,1,1,1,176.57482707660944,READY
2023-01-01 00:23:00,21.76602142561164,7.4628505289998905,50.262880846185595,78.3257937934095,73.553350117807,106.06019353795219,3.921048826245762,22.5155464920659,6.7182316491033145,121.017503738951,1,1,1,63.418310062385316,READY
2023-01-01 00:24:00,21.77130611644467,6.313503797769432,46.529492338220486,37.729677954998124,78.70569552282984,111.14741825765287,4.070369680220065,6.282865989779809,2.334129553686232,130.58488779203134,1,1,1,176.59414267612595,READY
2023-01-01 00:25:00,27.205339563572732,21.809817888714274,46.6851374909374,24.818949866552522,82.91784950426955,87.17995085628237,3.3747631017664843,21.795135972355716,4.926811180043933,110.83638091404487,1,1,1,66.00750831426262,READY
2023-01-01 00:26:00,24.68676791677692,4.308755641346993,46.71822376934557,50.06548051770641,91.25302896887239,80.39337905936725,3.427313996727747,15.801525757799533,2.270044525731538,116.99636567335013,1,1,1,133.0684098912478,READY
2023-01-01 00:27:00,19.53461844957972,22.892264888182392,48.527385162949464,87.89982744468833,70.2176261860746,111.73715064766103,3.8074185927936486,12.109754072315829,2.4562898416925885,110.67950995408407,1,1,1,125.51849686348442,ABORT
2023-01-01 00:28:00,28.148481143543258,25.856454209986993,47.67680613001884,116.92520327696026,92.60962435353638,95.7677251235856,4.2284621569644,10.472782943014977,3.493966742540133,111.42786792657397,1,1,1,98.86758961001196,READY
2023-01-01 00:29:00,27.121466274182318,26.694252125517384,51.45802994611523,44.625017823900464,60.24311709825452,98.5102514855511,3.053810037078613,21.179311925403827,3.4539619695653463,114.30887951026136,1,1,1,179.8758954392629,ABORT
2023-01-01 00:30:00,18.43618178526187,3.110372899525185,49.73369599093743,32.361955244622216,84.82213969299151,103.9093611575875,4.383435632800422,12.814127864073255,2.476091750692984,115.60967940915475,1,1,1,88.51765215051114,ABORT
2023-01-01 00:31:00,26.769709406025328,-1.1545417046804571,49.3114699647479,90.53945762869519,80.66126661192718,110.98420242859405,4.414425092245418,14.703400154413995,2.2312795677202786,129.85869514105227,1,1,1,169.98556896880933,READY
2023-01-01 00:32:00,33.599571144004436,6.448439149132458,47.62235812754246,28.372474610466142,80.99435964929847,95.50648315382374,3.683821057936114,23.4384807245014,3.242517842046031,105.38051406725273,1,1,1,128.03084975144375,READY
2023-01-01 00:33:00,27.578814460883265,21.15859531628732,51.58624967303213,64.78409705142707,68.45190776804249,86.83701841948148,3.0663689996851593,21.040063760846493,3.3080082776971116,130.29151341448085,1,1,1,56.3076404467523,ABORT
2023-01-01 00:34:00,33.52712224317361,14.33945969499618,49.20332875336492,104.7808099305696,77.39133026950533,94.54709055935396,3.600269123906263,18.18960073741733,5.055358999183116,117.65551254727859,1,1,1,179.06863490835264,READY
2023-01-01 00:35:00,28.054135428328294,13.355828600996091,48.956511156273095,30.27765731643445,99.00497080112841,91.91024357892374,4.454832482905294,5.76125916895262,6.687344941326506,125.04036117002693,1,1,1,178.40035914780358,READY
2023-01-01 00:36:00,26.301527331236286,13.261935197880923,51.79121689635491,29.185050365724045,85.18429509847843,105.5245064460442,4.655528385277714,12.944152020041813,5.825508673605459,102.09917000918105,1,1,1,71.29176806818579,READY
2023-01-01 00:37:00,22.366087416787327,-0.9374758284983731,51.42460652863885,34.200460583594996,84.99421833146769,81.10214919473201,3.544808061387357,8.61387463792978,4.511213545379455,97.86363193706734,1,1,1,102.60845492375479,ABORT
2023-01-01 00:38:00,21.84144891264068,13.146678062560088,46.11509746990368,74.82426975902717,64.74487583170342,92.65641477306703,2.766457641493595,10.68611083998748,7.004544727297951,111.6004067381505,1,1,1,52.89952316265049,ABORT
2023-01-01 00:39:00,29.276893600157877,26.222776946174687,48.886226968891876,30.494436136374716,92.18593801992063,110.51014077642463,4.9802750782983845,10.731192399519474,4.622219150562154,142.87581647714026,1,1,1,100.93952064460203,READY
2023-01-01 00:40:00,19.13355714160139,21.68017249500403,47.239858478818554,111.2755355324408,68.84736197648985,112.72071658558161,3.666060543957546,23.776701636130024,6.607071205829685,138.45913759379806,1,1,1,84.2811593305129,ABORT
2023-01-01 00:41:00,23.07405117909152,21.049342922448304,48.773296841956714,35.95971603071579,79.73799922773495,113.82646037090392,4.4268079168785155,18.671681293640624,3.947927424610434,126.25120694676116,1,1,1,122.89315213421386,READY
2023-01-01 00:42:00,21.409469361639044,21.81198931109481,51.31508659793452,103.74954324068173,94.9853007067699,105.47201566752699,5.140894766082714,11.813995484518964,6.199937646691416,122.14206725333969,1,1,1,176.24143284483173,READY
2023-01-01 00:43:00,21.91137878857294,-1.1738149282213142,48.55060556841001,88.20445729695588,87.9240984390478,104.67920570232918,4.468512669394836,14.838375026454605,4.657755222662235,103.67803109504692,1,1,1,58.54536316199423,READY
2023-01-01 00:44:00,24.322749779488042,18.31947624668017,47.911769119217105,76.53863186415862,67.09442006775966,94.22462779798279,3.0289565346315666,6.894013482465075,5.189060452568054,114.39575209050273,1,1,1,141.59967983571875,ABORT
2023-01-01 00:45:00,26.10612187141239,7.373906162553963,49.65686430443802,114.86638149501778,96.31574480010913,89.16105829234039,4.264339700169122,13.867534393302742,4.97777427677895,125.96019436721411,1,1,1,123.04031801552513,READY
2023-01-01 00:46:00,26.64499485261641,-4.006631822466595,48.12880127580518,119.66904016693579,91.09999546595043,90.76463103114813,3.979605724515288,16.87108655783227,4.943425200230559,119.32913438220113,1,1,1,111.44145048638815,ABORT
2023-01-01 00:47:00,20.639203654564827,6.307762932261539,48.24408537860859,47.64386150438971,66.52466526461954,117.31037729729249,3.7649846241637324,18.200847967108906,4.655600003913596,99.06098829910373,1,1,1,84.19673056008423,ABORT
2023-01-01 00:48:00,29.655560908419332,27.495006762289037,49.84439738914854,112.4566186885706,74.4933851500099,83.97426486503885,3.1180298639084003,11.53892070635366,6.224527461340465,136.80683072165866,1,1,1,75.88983149831488,READY
2023-01-01 00:49:00,25.577812726977566,-1.3893040993555381,47.687287611359444,46.403647000187576,75.1014049430352,90.90618013541098,3.2556978427355165,21.185592228704234,7.9752498831873515,108.99446746316323,1,1,1,108.62509296870968,READY
2023-01-01 00:50:00,32.08923750479095,25.42140382633821,47.73646892012164,106.13442457086342,61.93430174945583,86.8413389422286,2.567485783747637,7.2461043320808605,2.5646886378331604,120.05590636813982,1,1,1,143.25628690366253,ABORT
2023-01-01 00:51:00,20.108351745473954,11.540023023272127,49.82881676226751,68.6901560938908,74.32006816850848,82.007621494013,3.036972713336988,17.100569191315195,6.1560295075846145,110.88274583574422,1,1,1,176.72070158581266,READY
2023-01-01 00:52:00,25.508651897090193,9.392476914121815,51.7407263347556,93.86044099340768,71.52585849703084,84.49806381038643,3.127104235945852,11.132142163846105,7.630882934591538,143.1553077923921,1,1,1,179.22594030016535,READY
2023-01-01 00:53:00,29.433230509173363,27.314936543253182,46.3576904221674,38.64874071464365,68.31344593167336,82.71528360680236,2.6194719185971254,6.855456555199204,7.52663100729471,97.32764729513602,1,1,1,108.74730296014911,ABORT
2023-01-01 00:54:00,30.619967920046022,0.5745730640025934,51.12555241412395,41.52371083911706,92.80059060199838,98.14687914905622,4.656560483700383,24.525739666326288,6.266841423165696,97.204942199523,1,1,1,87.99908586769217,ABORT
2023-01-01 00:55:00,22.507442355139105,25.11295927378888,50.839739886415174,50.29810878624592,62.63590615406132,100.3293362271242,3.194880536766419,17.836877213413185,7.295378349176873,127.99028754235842,1,1,1,105.69810463749667,ABORT
2023-01-01 00:56:00,22.72525800907051,28.37255103168433,49.30994380666832,87.71608390616659,72.32673766558968,97.7240630692036,3.4852577323857825,9.254525428610236,2.8509991767283727,134.07520308916168,1,1,1,100.48643082487709,READY
2023-01-01 00:57:00,26.387018178599703,2.9753690434753457,48.260068863962516,102.37548440581844,88.01223021060862,100.0857566980831,4.251118786253777,12.626889113027213,5.0349113938916465,143.15579572829162,1,1,1,141.69323734811303,READY
2023-01-01 00:58:00,28.224017302685414,23.209254516988008,51.72778742768409,118.1609067316327,68.73789723149366,98.32478673621955,3.496094459401549,13.945864982295822,7.685377347539206,132.3772603411851,1,1,1,178.76661405342102,ABORT
2023-01-01 00:59:00,26.079503876415437,12.416603286498166,50.015715321974284,93.55054628702392,90.41097714304253,90.03640636040471,4.071419009875614,16.944692963129228,7.449670095435074,113.17428197272233,1,1,1,145.61820969741558,READY
2023-01-01 01:00:00,24.112440577814656,19.453090348481872,46.639172985942885,40.33933190750441,82.81910825086396,103.12762764776205,3.983422922045647,22.396845065510327,4.34156957399889,128.20133014218476,1,1,1,61.1447795656929,READY
2023-01-01 01:01:00,24.509696726968755,-0.6267826967071253,49.02136814968998,20.38365418549091,74.45796849753503,111.7880730086077,4.080299861731294,14.198539501610759,7.794326980837042,134.12043506267776,1,1,1,157.88123302839261,READY
2023-01-01 01:02:00,31.186378664650647,29.70965418119608,49.290418847823375,40.878042211850826,91.37590100573884,113.4639245255284,5.110365727994817,22.553725971957597,5.072520105798073,117.84322985098684,1,1,1,112.46839337989275,READY
2023-01-01 01:03:00,25.770997534069647,16.60324102276586,50.77019577266654,65.39521634950562,97.51789309951387,104.45262955053272,5.171452325431543,15.491666260769412,5.678678601227346,124.18238027470406,1,1,1,137.2567402474624,READY
2023-01-01 01:04:00,18.713313975386047,11.894504791604326,46.45870663738636,73.14777407442713,67.896678766333,91.11376326208818,2.8740851503189653,21.12399062481434,7.88222707717166,106.55649047420822,1,1,1,142.07177731155235,ABORT
2023-01-01 01:05:00,20.30462026211936,11.454858580146517,49.41560707742495,89.40839871869015,95.42626418321616,102.70112779866903,4.842919720563232,24.591867632119147,7.428878350591995,127.23939710036507,1,1,1,68.60063515941548,READY
2023-01-01 01:06:00,21.112893606863647,25.269475895552524,46.032675598972034,96.10670752058601,99.33274424605396,88.9255812333054,4.0661684362893995,19.4137843617457,5.870832503504144,122.02476380845995,1,1,1,108.17825197345778,READY
2023-01-01 01:07:00,31.43887493835378,-1.733892433074054,46.60467134526365,24.62239733912221,93.71657986724735,118.02738236403046,5.154999837548767,16.302805413278197,4.785682463259989,99.48959681215497,1,1,1,96.84152799458715,ABORT
2023-01-01 01:08:00,33.99296614162559,-3.961981536959438,51.42770669246832,80.17878281905413,85.42424922314882,103.17278347221396,4.532559107729752,8.474613773732143,6.935626723737191,129.33017114831824,1,1,1,159.9906413324391,ABORT
2023-01-01 01:09:00,33.525873351795305,0.34737360977642684,50.00377633402137,60.65140103987754,83.735534434147,85.27604031724027,3.5705870594176767,11.791915135097856,4.651549134451696,102.24023557757313,1,1,1,53.29339175727877,READY
2023-01-01 01:10:00,33.55310334849111,0.20210906274476503,46.22472481611084,23.899797959655118,96.82503924196178,88.9757156551934,3.98229570985742,9.941525598045537,4.261299161170412,127.77166389723621,1,1,1,77.55107827416828,READY
